checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
no account,24.0,critical account,furniture/equipment,7425.3047,<100 DM,1<= < 4 years,4.0,none,4.0,real estate,31.0,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,15.0,critical account,car (new),6199.0854,<100 DM,>=7 years,4.0,none,4.0,real estate,31.0,none,own,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
no account,72.0,existing credits paid back duly till now,furniture/equipment,1358.1703,<100 DM,<1 years,4.0,none,4.0,real estate,30.951899,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
<0 DM,12.0,existing credits paid back duly till now,car (new),690.70215,<100 DM,1<= < 4 years,4.0,none,1.0,savings agreement/life insurance,26.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,30.0,existing credits paid back duly till now,radio/television,18424.0,<100 DM,4<= <7 years,4.0,none,1.0,unknown / no property,30.0,none,rent,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,10.628407,existing credits paid back duly till now,car (new),4641.311,<100 DM,1<= < 4 years,2.0,none,4.0,savings agreement/life insurance,29.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,48.0,delay in paying off,radio/television,1934.5931,100 <= <500 DM,4<= <7 years,4.0,none,2.0,savings agreement/life insurance,25.0,none,for free,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
no account,18.0,existing credits paid back duly till now,radio/television,1889.6615,<100 DM,4<= <7 years,4.0,none,2.0,real estate,75.0,store,rent,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,72.0,critical account,car (used),1212.2804,<100 DM,<1 years,4.0,none,2.0,savings agreement/life insurance,24.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,36.0,existing credits paid back duly till now,car (new),3863.7422,<100 DM,1<= < 4 years,1.0,none,4.0,unknown / no property,75.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,72.0,existing credits paid back duly till now,radio/television,18424.0,500 <= < 1000 DM,4<= <7 years,4.0,none,4.0,savings agreement/life insurance,75.0,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,12.0,critical account,furniture/equipment,1722.4902,<100 DM,<1 years,4.0,none,3.0,car or other,24.0,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
no account,4.0,critical account,radio/television,1157.5144,no savings account,1<= < 4 years,4.0,none,4.0,car or other,75.0,none,own,1.0,skilled employee / official,1.0,yes,yes,female,married/widowed,1
<0 DM,4.0,existing credits paid back duly till now,furniture/equipment,1509.3911,<100 DM,unemployed,3.0,none,4.0,car or other,31.0,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
>= 200 DM ,72.0,existing credits paid back duly till now,car (used),18424.0,no savings account,1<= < 4 years,4.0,none,2.0,car or other,19.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
<0 DM,12.0,existing credits paid back duly till now,car (used),250.0,100 <= <500 DM,4<= <7 years,4.0,none,3.0,unknown / no property,33.216175,none,own,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,1
no account,15.0,critical account,furniture/equipment,3315.6519,no savings account,>=7 years,2.0,none,2.0,real estate,50.056477,none,own,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,72.0,existing credits paid back duly till now,radio/television,8034.3154,no savings account,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,19.0,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
no account,14.973353,delay in paying off,radio/television,2978.6853,no savings account,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,37.0,none,rent,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
>= 200 DM ,12.0,critical account,radio/television,18424.0,<100 DM,<1 years,2.0,none,4.0,car or other,27.0,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,divorced/separated,1
no account,18.0,existing credits paid back duly till now,radio/television,2989.8894,<100 DM,1<= < 4 years,4.0,none,4.0,real estate,30.0,store,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,4.0,existing credits paid back duly till now,furniture/equipment,250.0,100 <= <500 DM,4<= <7 years,4.0,none,2.9099207,car or other,28.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
>= 200 DM ,12.0,existing credits paid back duly till now,furniture/equipment,18424.0,no savings account,<1 years,2.0,none,2.0,savings agreement/life insurance,29.0,none,own,4.0,skilled employee / official,1.0,none,no,male,divorced/separated,0
0 <= <200 DM,72.0,critical account,radio/television,18424.0,no savings account,1<= < 4 years,4.0,none,4.0,real estate,22.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,4.0,existing credits paid back duly till now,furniture/equipment,250.0,<100 DM,4<= <7 years,4.0,none,2.0,real estate,42.0,none,own,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
<0 DM,4.0,existing credits paid back duly till now,car (new),10097.341,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,50.726448,none,rent,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,4.0,critical account,domestic appliances,250.0,>= 1000 DM,>=7 years,3.0,none,1.0,unknown / no property,34.639656,none,rent,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,1
no account,72.0,existing credits paid back duly till now,car (used),4207.501,<100 DM,>=7 years,3.0,none,3.0,savings agreement/life insurance,38.598618,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,9.0,critical account,car (new),250.0,<100 DM,1<= < 4 years,4.0,none,3.0,car or other,75.0,none,own,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,72.0,critical account,radio/television,2313.0366,100 <= <500 DM,<1 years,4.0,none,4.0,car or other,30.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,48.0,existing credits paid back duly till now,others,2363.7544,<100 DM,1<= < 4 years,4.0,none,4.0,real estate,35.0,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,0
<0 DM,72.0,critical account,furniture/equipment,1577.8295,no savings account,4<= <7 years,4.0,co-applicant,2.0,savings agreement/life insurance,19.0,none,own,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,1
<0 DM,23.389187,existing credits paid back duly till now,car (new),9157.545,<100 DM,4<= <7 years,2.0,none,3.0,unknown / no property,33.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,married/widowed,0
no account,6.0,critical account,car (new),1471.493,>= 1000 DM,>=7 years,4.0,none,2.0,savings agreement/life insurance,36.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
>= 200 DM ,4.0,critical account,others,250.0,<100 DM,4<= <7 years,4.0,none,1.0,real estate,35.0,none,own,4.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,4.0,existing credits paid back duly till now,business,1414.5979,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,26.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,married/widowed,1
no account,48.0,existing credits paid back duly till now,repairs,18424.0,<100 DM,>=7 years,2.0,none,4.0,real estate,28.0,none,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,4.0,critical account,radio/television,2386.95,<100 DM,>=7 years,3.0,none,2.0,real estate,39.087917,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,72.0,all credits at this bank paid back duly,car (used),6449.009,no savings account,<1 years,4.0,none,4.0,real estate,19.0,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,21.350962,existing credits paid back duly till now,radio/television,1268.9314,<100 DM,1<= < 4 years,3.0,none,4.0,real estate,41.146084,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,12.0,existing credits paid back duly till now,others,2622.4106,<100 DM,4<= <7 years,1.0,none,4.0,car or other,28.0,none,rent,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,6.0,delay in paying off,radio/television,1638.0431,no savings account,>=7 years,2.0,none,2.0,car or other,21.767206,none,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,30.0,existing credits paid back duly till now,furniture/equipment,1449.9471,<100 DM,>=7 years,1.0,none,4.0,savings agreement/life insurance,34.0,none,rent,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
no account,26.765179,existing credits paid back duly till now,business,7446.8394,<100 DM,unemployed,2.0,none,2.0,unknown / no property,70.35508,none,own,2.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,12.0,critical account,car (new),2742.3616,<100 DM,1<= < 4 years,2.0,none,4.0,car or other,40.54296,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
<0 DM,30.0,existing credits paid back duly till now,furniture/equipment,4546.7744,100 <= <500 DM,1<= < 4 years,4.0,none,4.0,real estate,19.0,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,12.0,critical account,radio/television,1423.7178,<100 DM,<1 years,4.0,none,2.0,real estate,36.0,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,0
no account,4.0,existing credits paid back duly till now,car (new),1204.16,100 <= <500 DM,>=7 years,4.0,none,1.0,savings agreement/life insurance,41.0,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,divorced/separated,0
>= 200 DM ,24.0,critical account,radio/television,2801.1194,no savings account,<1 years,4.0,none,1.0,unknown / no property,52.67795,none,rent,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,72.0,delay in paying off,radio/television,3376.8667,<100 DM,4<= <7 years,4.0,none,4.0,car or other,33.0,none,own,1.0,unskilled - resident,1.0,none,yes,male,married/widowed,0
<0 DM,24.0,critical account,car (new),4158.344,<100 DM,>=7 years,4.0,none,4.0,real estate,31.518385,none,own,1.0,skilled employee / official,2.0,none,yes,male,divorced/separated,1
0 <= <200 DM,4.0,existing credits paid back duly till now,radio/television,18424.0,<100 DM,<1 years,1.0,none,2.0,car or other,38.172344,none,own,2.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,4.0,existing credits paid back duly till now,domestic appliances,1229.9866,<100 DM,>=7 years,4.0,none,2.0,real estate,26.0,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,72.0,critical account,retraining,2303.2207,500 <= < 1000 DM,4<= <7 years,4.0,none,4.0,real estate,32.0,none,own,2.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,male,divorced/separated,1
<0 DM,12.0,existing credits paid back duly till now,car (used),250.0,<100 DM,<1 years,4.0,none,2.0,car or other,31.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,72.0,critical account,car (new),18424.0,<100 DM,>=7 years,2.0,none,4.0,real estate,30.597717,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,72.0,existing credits paid back duly till now,radio/television,8063.198,<100 DM,<1 years,2.0,none,4.0,car or other,27.97487,none,for free,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,divorced/separated,1
<0 DM,4.0,critical account,car (new),1526.3745,<100 DM,<1 years,4.0,none,2.0,unknown / no property,75.0,none,own,1.0,skilled employee / official,1.0,yes,no,male,divorced/separated,0
no account,4.0,critical account,furniture/equipment,250.0,no savings account,unemployed,4.0,none,1.0,savings agreement/life insurance,59.931812,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,12.0,critical account,car (new),4266.235,100 <= <500 DM,<1 years,4.0,none,2.0,unknown / no property,40.0,none,for free,1.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,female,divorced/separated,1
no account,18.0,existing credits paid back duly till now,retraining,250.0,<100 DM,4<= <7 years,4.0,none,4.0,unknown / no property,24.0,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,24.0,critical account,car (new),2985.174,<100 DM,1<= < 4 years,4.0,none,4.0,real estate,19.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,72.0,critical account,radio/television,18424.0,no savings account,<1 years,2.0,none,2.0,savings agreement/life insurance,19.0,none,own,1.0,skilled employee / official,2.0,yes,yes,male,divorced/separated,1
no account,4.0,existing credits paid back duly till now,radio/television,1547.0902,<100 DM,>=7 years,4.0,none,2.0,car or other,46.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,9.0,critical account,car (new),3086.3213,<100 DM,<1 years,2.0,none,4.0,car or other,33.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,25.469439,existing credits paid back duly till now,repairs,250.0,<100 DM,unemployed,3.0,none,2.0,car or other,38.0,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
<0 DM,30.0,delay in paying off,furniture/equipment,18424.0,<100 DM,1<= < 4 years,2.0,none,4.0,savings agreement/life insurance,31.2624,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,72.0,existing credits paid back duly till now,car (used),18424.0,<100 DM,>=7 years,4.0,none,4.0,savings agreement/life insurance,19.0,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,72.0,critical account,radio/television,2820.753,no savings account,<1 years,4.0,none,4.0,savings agreement/life insurance,24.0,none,for free,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,12.0,existing credits paid back duly till now,furniture/equipment,1164.2062,<100 DM,<1 years,4.0,none,3.0,unknown / no property,26.0,none,rent,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,4.0,existing credits paid back duly till now,radio/television,2703.3093,<100 DM,>=7 years,4.0,none,3.0,car or other,24.0746,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,0
no account,12.0,critical account,car (used),1407.2009,<100 DM,4<= <7 years,4.0,none,3.8434095,savings agreement/life insurance,25.0,none,for free,1.0,skilled employee / official,1.0,none,yes,female,married/widowed,1
no account,18.0,existing credits paid back duly till now,car (used),6733.2207,<100 DM,>=7 years,4.0,none,2.0,real estate,27.0,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,21.549595,critical account,car (new),1369.8873,no savings account,4<= <7 years,4.0,none,2.0,unknown / no property,72.746765,none,own,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,18.0,critical account,car (new),2819.9897,no savings account,>=7 years,4.0,none,3.0,unknown / no property,27.0,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,0
