checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
no account,24.0,existing credits paid back duly till now,radio/television,250.0,<100 DM,>=7 years,1.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,0
no account,12.0,critical account,furniture/equipment,18424.0,no savings account,>=7 years,4.0,none,3.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,24.0,existing credits paid back duly till now,car (new),1713.1134,<100 DM,1<= < 4 years,2.0,guarantor,2.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,0
0 <= <200 DM,15.0,critical account,car (new),1624.9,no savings account,>=7 years,4.0,none,1.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,15.0,critical account,radio/television,1407.7987,100 <= <500 DM,1<= < 4 years,4.0,none,1.0,car or other,25<=x<=65,none,own,2.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,0
<0 DM,18.0,critical account,radio/television,1346.1669,100 <= <500 DM,4<= <7 years,4.0,none,1.0,savings agreement/life insurance,25<=x<=65,bank,rent,2.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,30.0,existing credits paid back duly till now,car (new),2004.2771,no savings account,4<= <7 years,4.0,none,4.0,car or other,25<=x<=65,none,own,4.0,skilled employee / official,1.0,yes,yes,female,married/widowed,0
0 <= <200 DM,30.0,all credits at this bank paid back duly,car (new),18424.0,no savings account,1<= < 4 years,4.0,none,2.0,real estate,25<=x<=65,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
no account,6.0,existing credits paid back duly till now,car (new),1249.2358,<100 DM,unemployed,2.0,none,3.0,unknown / no property,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,24.0,existing credits paid back duly till now,car (new),1197.8055,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
<0 DM,12.0,critical account,car (used),2738.0461,100 <= <500 DM,<1 years,4.0,none,2.0,car or other,25<=x<=65,store,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,12.0,delay in paying off,car (new),1436.7565,no savings account,4<= <7 years,2.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,6.0,existing credits paid back duly till now,business,1210.8873,no savings account,<1 years,2.0,none,4.0,real estate,25<=x<=65,bank,own,1.0,unskilled - resident,1.0,none,yes,male,married/widowed,0
0 <= <200 DM,24.0,existing credits paid back duly till now,furniture/equipment,3525.0632,no savings account,1<= < 4 years,4.0,none,2.0,car or other,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
>= 200 DM ,72.0,existing credits paid back duly till now,car (used),4695.5,<100 DM,>=7 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,18.236618,critical account,business,5076.1343,<100 DM,unemployed,4.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,3.0,management/ highly qualified employee,1.0,yes,yes,female,married/widowed,1
no account,27.45967,critical account,car (new),7605.2046,no savings account,>=7 years,4.0,none,3.0,unknown / no property,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,24.0,delay in paying off,car (used),3233.5537,500 <= < 1000 DM,1<= < 4 years,4.0,none,3.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,married/widowed,0
<0 DM,12.0,all credits at this bank paid back duly,furniture/equipment,4140.5186,<100 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
<0 DM,72.0,existing credits paid back duly till now,furniture/equipment,1510.1279,<100 DM,<1 years,3.0,none,3.0,car or other,x<25 or x>65,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,24.0,existing credits paid back duly till now,furniture/equipment,4766.738,no savings account,4<= <7 years,4.0,none,4.0,car or other,25<=x<=65,none,rent,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
<0 DM,4.0,delay in paying off,car (new),255.98866,<100 DM,4<= <7 years,2.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
<0 DM,15.0,delay in paying off,radio/television,1762.5798,no savings account,>=7 years,1.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,furniture/equipment,2470.7004,<100 DM,<1 years,3.0,none,4.0,real estate,x<25 or x>65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,female,divorced/separated,0
no account,15.0,existing credits paid back duly till now,furniture/equipment,3203.7468,<100 DM,>=7 years,4.0,none,4.0,real estate,x<25 or x>65,none,own,4.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,4.0,existing credits paid back duly till now,furniture/equipment,1295.0461,>= 1000 DM,4<= <7 years,1.0,none,4.0,car or other,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,4.0,delay in paying off,car (new),2369.0735,<100 DM,<1 years,2.0,none,2.0,unknown / no property,25<=x<=65,store,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
<0 DM,4.0,existing credits paid back duly till now,radio/television,257.23557,<100 DM,1<= < 4 years,2.0,none,2.0,real estate,25<=x<=65,none,own,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,furniture/equipment,1215.6989,no savings account,>=7 years,4.0,none,3.0,car or other,25<=x<=65,bank,rent,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,18.0,critical account,car (used),2362.7732,no savings account,4<= <7 years,2.0,co-applicant,2.0,car or other,x<25 or x>65,bank,own,1.0,skilled employee / official,1.0,none,yes,male,married/widowed,1
no account,12.0,existing credits paid back duly till now,car (new),2589.4426,<100 DM,<1 years,4.0,none,4.0,real estate,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,0
<0 DM,12.0,delay in paying off,car (used),1330.459,no savings account,>=7 years,3.0,none,2.0,car or other,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,4.0,existing credits paid back duly till now,furniture/equipment,1529.2941,<100 DM,4<= <7 years,4.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,72.0,critical account,business,1372.0035,<100 DM,1<= < 4 years,2.0,none,4.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,married/widowed,1
<0 DM,4.0,delay in paying off,car (new),1677.3359,<100 DM,<1 years,3.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,married/widowed,0
<0 DM,12.0,all credits at this bank paid back duly,car (new),18424.0,no savings account,1<= < 4 years,4.0,none,3.0,savings agreement/life insurance,x<25 or x>65,none,rent,1.0,skilled employee / official,1.0,yes,yes,male,married/widowed,1
0 <= <200 DM,53.364635,critical account,radio/television,2316.8186,<100 DM,1<= < 4 years,4.0,none,1.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,car (new),1324.7004,<100 DM,>=7 years,3.0,none,4.0,car or other,25<=x<=65,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,0
no account,12.0,existing credits paid back duly till now,radio/television,250.0,<100 DM,1<= < 4 years,4.0,none,4.0,unknown / no property,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,12.0,critical account,car (new),18424.0,<100 DM,1<= < 4 years,4.0,none,3.0,car or other,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,30.0,delay in paying off,car (new),250.0,<100 DM,1<= < 4 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,2.0,skilled employee / official,1.0,none,yes,male,married/widowed,0
<0 DM,24.0,existing credits paid back duly till now,car (new),1237.9803,no savings account,>=7 years,4.0,none,4.0,unknown / no property,25<=x<=65,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,female,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,car (new),1289.9757,no savings account,>=7 years,3.0,none,2.0,savings agreement/life insurance,x<25 or x>65,store,rent,2.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,0
no account,18.0,existing credits paid back duly till now,radio/television,250.0,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,72.0,critical account,furniture/equipment,3834.6711,no savings account,1<= < 4 years,3.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,0
<0 DM,12.0,existing credits paid back duly till now,radio/television,250.0,<100 DM,<1 years,1.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,12.0,critical account,radio/television,2303.253,no savings account,1<= < 4 years,4.0,none,4.0,real estate,25<=x<=65,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
<0 DM,4.0,all credits at this bank paid back duly,radio/television,1532.9121,no savings account,>=7 years,2.0,none,3.0,savings agreement/life insurance,x<25 or x>65,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,36.0,critical account,furniture/equipment,18424.0,<100 DM,>=7 years,4.0,none,2.0,real estate,25<=x<=65,none,own,2.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,21.0,existing credits paid back duly till now,car (new),18424.0,<100 DM,unemployed,4.0,none,4.0,savings agreement/life insurance,25<=x<=65,store,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,12.0,critical account,retraining,3949.028,100 <= <500 DM,1<= < 4 years,3.0,none,2.0,real estate,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
<0 DM,18.0,critical account,radio/television,2323.0146,<100 DM,<1 years,4.0,none,3.0,savings agreement/life insurance,25<=x<=65,store,own,2.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,0
no account,15.0,critical account,others,809.21484,<100 DM,4<= <7 years,1.0,none,2.0,car or other,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,21.0,critical account,furniture/equipment,3601.595,<100 DM,1<= < 4 years,2.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
<0 DM,12.0033045,critical account,car (new),1523.2412,<100 DM,1<= < 4 years,1.0,none,3.0,car or other,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
<0 DM,4.0,delay in paying off,car (new),2516.9082,<100 DM,>=7 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,for free,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,4.0,critical account,car (new),1219.8025,no savings account,>=7 years,4.0,none,4.0,savings agreement/life insurance,25<=x<=65,bank,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
no account,72.0,critical account,radio/television,3074.4207,<100 DM,>=7 years,3.0,none,2.0,car or other,25<=x<=65,none,rent,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,1
no account,6.0,critical account,radio/television,1474.8772,no savings account,<1 years,4.0,none,2.0,real estate,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
<0 DM,26.287493,existing credits paid back duly till now,car (used),1495.719,no savings account,>=7 years,2.0,none,3.0,real estate,25<=x<=65,bank,own,2.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,1
<0 DM,18.0,existing credits paid back duly till now,car (used),3592.4016,<100 DM,>=7 years,3.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,33.753407,existing credits paid back duly till now,business,2988.6113,<100 DM,1<= < 4 years,4.0,none,3.0,car or other,25<=x<=65,bank,for free,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
no account,17.460476,existing credits paid back duly till now,business,1723.0248,no savings account,>=7 years,4.0,none,2.0,savings agreement/life insurance,x<25 or x>65,bank,own,2.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,18.0,all credits at this bank paid back duly,radio/television,3398.159,100 <= <500 DM,unemployed,4.0,none,4.0,car or other,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,9.0,existing credits paid back duly till now,radio/television,1429.5411,no savings account,unemployed,4.0,none,4.0,car or other,25<=x<=65,store,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,furniture/equipment,1466.8108,<100 DM,1<= < 4 years,3.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,own,2.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
<0 DM,72.0,critical account,radio/television,1122.8435,<100 DM,>=7 years,2.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,married/widowed,0
no account,31.683477,critical account,car (new),3050.1309,no savings account,1<= < 4 years,3.0,none,2.0,unknown / no property,x<25 or x>65,store,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
<0 DM,12.0,existing credits paid back duly till now,radio/television,1590.7551,no savings account,<1 years,4.0,none,2.2902684,real estate,25<=x<=65,none,own,2.0,unskilled - resident,1.0,none,yes,female,married/widowed,1
<0 DM,21.0,no credits taken,car (used),1422.6731,<100 DM,1<= < 4 years,4.0,none,4.0,real estate,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,72.0,critical account,radio/television,1630.0581,<100 DM,<1 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
>= 200 DM ,4.0,critical account,education,250.0,no savings account,4<= <7 years,4.0,co-applicant,1.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,23.22708,critical account,radio/television,2593.9321,no savings account,>=7 years,3.4454663,none,4.0,real estate,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,6.0,critical account,radio/television,1422.1321,no savings account,<1 years,4.0,none,2.0,real estate,x<25 or x>65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
<0 DM,18.0,critical account,radio/television,1219.0403,<100 DM,<1 years,3.0,none,4.0,car or other,25<=x<=65,none,own,4.0,management/ highly qualified employee,1.0,yes,yes,female,divorced/separated,1
no account,41.004147,existing credits paid back duly till now,radio/television,15302.266,<100 DM,>=7 years,4.0,none,4.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
