age,workclass,education,edu-num,marital-status,occupation,relationship,race,sex,income
44, Self-emp-not-inc, 10th,5, Never-married, Prof-specialty, Not-in-family, White, Male, <=50K
40, Private, Some-college,15, Never-married, Adm-clerical, Own-child, White, Female, >50K
40, Self-emp-not-inc, Some-college,14, Never-married, Prof-specialty, Not-in-family, White, Male, >50K
36, Self-emp-not-inc, Some-college,8, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
40, Private, Masters,14, Never-married, Sales, Own-child, White, Female, <=50K
52, Private, 10th,7, Married-civ-spouse, Transport-moving, Husband, White, Female, <=50K
41, Private, HS-grad,14, Never-married, Sales, Not-in-family, White, Male, <=50K
22, Private, Some-college,8, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
42, Self-emp-not-inc, HS-grad,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
29, Private, Prof-school,11, Never-married, Farming-fishing, Own-child, White, Male, <=50K
46, Private, Prof-school,7, Married-civ-spouse, Sales, Husband, White, Male, <=50K
34, Private, 10th,4, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
47, Local-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
49, Private, HS-grad,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
60, Private, 5th-6th,11, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
26, Private, Some-college,8, Never-married, Adm-clerical, Husband, White, Male, <=50K
41, Self-emp-not-inc, Assoc-acdm,12, Never-married, Other-service, Husband, White, Female, <=50K
28, Private, Some-college,11, Never-married, Sales, Husband, White, Male, <=50K
67, Private, Prof-school,7, Never-married, Transport-moving, Other-relative, White, Male, <=50K
21, Private, Some-college,12, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
49, Private, Prof-school,7, Never-married, Exec-managerial, Not-in-family, White, Female, <=50K
24, Private, Some-college,9, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
47, Private, HS-grad,13, Married-civ-spouse, Prof-specialty, Own-child, White, Female, >50K
19, Self-emp-not-inc, Some-college,16, Never-married, Prof-specialty, Own-child, White, Male, >50K
32, Private, HS-grad,13, Never-married, Sales, Wife, White, Female, >50K
26, Private, Prof-school,9, Married-civ-spouse, Sales, Husband, White, Male, <=50K
63, Private, HS-grad,6, Married-civ-spouse, Transport-moving, Husband, Black, Male, <=50K
52, Private, 10th,8, Married-civ-spouse, Other-service, Unmarried, White, Male, >50K
30, Private, HS-grad,12, Never-married, Sales, Not-in-family, White, Female, >50K
35, Private, Prof-school,10, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
57, Local-gov, 10th,6, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female, <=50K
25, Private, Some-college,6, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
49, Private, HS-grad,11, Never-married, Sales, Not-in-family, White, Female, >50K
43, Private, Some-college,8, Never-married, Prof-specialty, Not-in-family, White, Male, <=50K
50, Private, Some-college,11, Never-married, Prof-specialty, Other-relative, White, Female, >50K
23, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male, <=50K
44, Private, Prof-school,13, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
55, Private, Some-college,14, Divorced, Sales, Not-in-family, White, Male, >50K
49, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
38, Private, HS-grad,11, Never-married, Tech-support, Not-in-family, White, Female, <=50K
45, Private, 11th,10, Never-married, ?, Not-in-family, White, Female, <=50K
53, Private, HS-grad,11, Never-married, Sales, Not-in-family, White, Male, <=50K
46, Self-emp-inc, Assoc-voc,9, Divorced, Tech-support, Not-in-family, White, Female, <=50K
50, Self-emp-not-inc, Bachelors,9, Divorced, Prof-specialty, Not-in-family, White, Male, <=50K
35, State-gov, Some-college,8, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, >50K
39, Private, Some-college,9, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
30, Private, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female, <=50K
28, Private, Some-college,4, Never-married, Tech-support, Unmarried, Black, Male, >50K
46, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Male, <=50K
25, Private, Some-college,9, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
53, Private, HS-grad,8, Divorced, Sales, Not-in-family, White, Female, <=50K
31, Private, 11th,9, Never-married, Craft-repair, Own-child, White, Female, <=50K
17, Self-emp-inc, HS-grad,7, Never-married, Tech-support, Not-in-family, Black, Female, <=50K
33, State-gov, Some-college,14, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
42, Private, Some-college,6, Never-married, Tech-support, Unmarried, Black, Male, <=50K
25, Private, Some-college,14, Never-married, Prof-specialty, Not-in-family, Black, Male, >50K
53, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male, <=50K
75, Private, HS-grad,13, Divorced, Sales, Not-in-family, White, Female, <=50K
49, Private, Some-college,12, Married-civ-spouse, Sales, Not-in-family, White, Male, <=50K
49, Private, HS-grad,13, Divorced, Prof-specialty, Not-in-family, White, Male, <=50K
44, State-gov, HS-grad,16, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female, <=50K
69, Private, HS-grad,16, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, <=50K
60, Private, Assoc-voc,4, Married-civ-spouse, Sales, Unmarried, White, Female, <=50K
19, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Male, <=50K
46, Private, Some-college,11, Divorced, Tech-support, Not-in-family, White, Female, <=50K
45, Self-emp-not-inc, Bachelors,13, Never-married, Sales, Not-in-family, White, Female, <=50K
54, State-gov, HS-grad,12, Divorced, Other-service, Not-in-family, White, Female, <=50K
38, Private, HS-grad,10, Married-civ-spouse, Sales, Husband, White, Male, >50K
46, Private, HS-grad,8, Never-married, Sales, Not-in-family, White, Female, <=50K
34, Private, 11th,10, Never-married, Adm-clerical, Own-child, White, Female, <=50K
21, Private, Some-college,8, Divorced, Craft-repair, Husband, White, Male, >50K
35, Private, HS-grad,13, Never-married, Other-service, Not-in-family, White, Female, <=50K
60, Private, Bachelors,11, Never-married, Machine-op-inspct, Not-in-family, White, Female, <=50K
50, Private, HS-grad,6, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, <=50K
46, Private, HS-grad,13, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
33, ?, 11th,5, Never-married, Craft-repair, Unmarried, Black, Female, <=50K
38, Private, Bachelors,12, Divorced, Prof-specialty, Unmarried, White, Male, <=50K
37, State-gov, HS-grad,10, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
46, Private, Some-college,6, Divorced, ?, Husband, Black, Male, <=50K
31, State-gov, HS-grad,14, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
41, Private, Some-college,6, Married-civ-spouse, Exec-managerial, Husband, White, Female, <=50K
42, Private, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
32, Private, Some-college,10, Never-married, ?, Own-child, White, Male, <=50K
53, Private, Some-college,15, Married-civ-spouse, Sales, Husband, White, Male, >50K
24, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
41, Private, HS-grad,10, Never-married, Other-service, Not-in-family, White, Female, >50K
41, Private, HS-grad,12, Married-civ-spouse, ?, Not-in-family, White, Female, <=50K
39, Private, HS-grad,10, Divorced, Other-service, Not-in-family, White, Female, >50K
26, Private, HS-grad,7, Never-married, Tech-support, Wife, Black, Female, <=50K
28, Private, HS-grad,5, Never-married, Adm-clerical, Wife, Black, Female, <=50K
29, State-gov, HS-grad,7, Divorced, Other-service, Unmarried, White, Female, <=50K
53, Private, HS-grad,5, Divorced, Sales, Unmarried, White, Female, <=50K
26, Private, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male, <=50K
61, Private, Bachelors,10, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
30, Private, Bachelors,14, Never-married, Sales, Not-in-family, White, Male, <=50K
58, Private, Some-college,12, Married-civ-spouse, Other-service, Not-in-family, White, Male, >50K
61, Private, Bachelors,9, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female, <=50K
27, Private, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male, <=50K
37, Private, HS-grad,9, Never-married, Tech-support, Unmarried, White, Male, <=50K
18, Private, HS-grad,9, Never-married, Exec-managerial, Other-relative, Black, Male, >50K
32, Private, HS-grad,10, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
60, State-gov, Assoc-voc,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male, >50K
49, Private, HS-grad,14, Married-civ-spouse, Craft-repair, Not-in-family, White, Female, <=50K
62, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
32, Private, Bachelors,11, Married-civ-spouse, Sales, Husband, White, Male, <=50K
39, Private, Some-college,7, Never-married, Other-service, Unmarried, White, Male, <=50K
32, Private, HS-grad,11, Divorced, Sales, Not-in-family, White, Female, <=50K
20, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male, >50K
36, Private, Some-college,8, Divorced, Tech-support, Not-in-family, White, Male, <=50K
33, Private, Some-college,10, Married-civ-spouse, Sales, Wife, White, Male, <=50K
35, Private, HS-grad,11, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
45, Private, Assoc-voc,10, Divorced, Sales, Unmarried, White, Male, <=50K
48, Private, Bachelors,9, Married-civ-spouse, Craft-repair, Husband, Black, Male, >50K
25, Private, Some-college,15, Never-married, Craft-repair, Husband, White, Male, <=50K
27, Private, HS-grad,8, Married-civ-spouse, Sales, Husband, White, Male, >50K
52, Private, Bachelors,12, Divorced, Other-service, Not-in-family, White, Male, <=50K
60, Private, HS-grad,7, Never-married, Sales, Not-in-family, White, Female, <=50K
46, Private, Some-college,13, Married-civ-spouse, ?, Husband, White, Male, <=50K
59, Private, Bachelors,10, Married-civ-spouse, Sales, Unmarried, White, Male, <=50K
35, ?, Assoc-voc,5, Divorced, Exec-managerial, Wife, White, Female, <=50K
27, Private, Some-college,14, Never-married, Prof-specialty, Not-in-family, White, Male, <=50K
34, Private, Assoc-voc,8, Divorced, Tech-support, Unmarried, White, Female, <=50K
29, State-gov, HS-grad,16, Never-married, Prof-specialty, Not-in-family, White, Male, <=50K
48, State-gov, Some-college,7, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
45, Private, Some-college,8, Divorced, Tech-support, Unmarried, White, Female, <=50K
60, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
48, Private, Some-college,8, Married-civ-spouse, Sales, Husband, White, Male, <=50K
39, State-gov, Assoc-voc,4, Never-married, Tech-support, Unmarried, Black, Male, <=50K
28, Private, Some-college,11, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
48, State-gov, HS-grad,13, Married-civ-spouse, Transport-moving, Not-in-family, White, Female, <=50K
41, Private, HS-grad,13, Never-married, Adm-clerical, Husband, White, Male, <=50K
44, Private, Bachelors,7, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
46, Private, Bachelors,8, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
31, State-gov, Some-college,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
44, Self-emp-not-inc, Some-college,12, Married-civ-spouse, Prof-specialty, Wife, White, Female, <=50K
29, Private, HS-grad,12, Never-married, Other-service, Wife, White, Female, >50K
47, Private, Bachelors,13, Married-civ-spouse, Tech-support, Not-in-family, White, Male, <=50K
64, Private, Some-college,13, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
21, Private, HS-grad,15, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
43, Private, Some-college,14, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male, <=50K
53, Private, Some-college,11, Married-civ-spouse, Sales, Husband, Black, Female, <=50K
43, Private, HS-grad,11, Never-married, Sales, Not-in-family, White, Male, <=50K
30, Private, 11th,11, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
27, Private, Assoc-voc,7, Never-married, Tech-support, Unmarried, White, Male, <=50K
42, Self-emp-not-inc, HS-grad,10, Married-civ-spouse, Other-service, Not-in-family, White, Female, <=50K
43, Private, HS-grad,16, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
17, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Female, >50K
35, Private, 11th,9, Married-civ-spouse, Craft-repair, Unmarried, White, Male, <=50K
33, Private, Some-college,13, Never-married, Exec-managerial, Wife, White, Female, <=50K
37, Self-emp-inc, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male, >50K
30, Private, HS-grad,12, Never-married, Sales, Not-in-family, White, Female, >50K
49, State-gov, Assoc-voc,6, Divorced, Other-service, Unmarried, Black, Female, <=50K
61, Private, Bachelors,10, Married-civ-spouse, Sales, Husband, White, Male, <=50K
42, Private, Bachelors,15, Married-civ-spouse, Sales, Husband, White, Male, >50K
54, Private, HS-grad,10, Never-married, Exec-managerial, Unmarried, White, Female, <=50K
42, ?, Some-college,7, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
38, Private, Some-college,11, Never-married, Tech-support, Not-in-family, White, Male, <=50K
50, Private, Bachelors,8, Divorced, Craft-repair, Unmarried, Black, Female, <=50K
47, State-gov, Some-college,11, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female, <=50K
35, Private, HS-grad,14, Never-married, Exec-managerial, Not-in-family, White, Female, <=50K
22, Private, Some-college,8, Never-married, Craft-repair, Wife, Black, Female, <=50K
20, Private, Some-college,9, Married-civ-spouse, Tech-support, Wife, White, Female, >50K
60, Private, Some-college,13, Married-civ-spouse, Sales, Husband, White, Male, <=50K
50, Without-pay, Bachelors,16, Never-married, Sales, Not-in-family, White, Male, <=50K
40, Federal-gov, HS-grad,15, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female, <=50K
37, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male, <=50K
22, Private, HS-grad,16, Divorced, Prof-specialty, Not-in-family, White, Female, <=50K
38, Private, HS-grad,13, Married-civ-spouse, Tech-support, Husband, White, Male, <=50K
63, Private, Assoc-voc,5, Divorced, Other-service, Not-in-family, White, Female, <=50K
24, Private, Some-college,13, Married-civ-spouse, Craft-repair, Not-in-family, White, Female, <=50K
57, Private, HS-grad,12, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
41, Private, Bachelors,12, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, <=50K
25, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
23, Private, HS-grad,5, Never-married, Machine-op-inspct, Other-relative, Black, Female, >50K
40, Private, Some-college,14, Married-civ-spouse, Tech-support, Husband, White, Male, <=50K
71, Private, 11th,9, Married-civ-spouse, Other-service, Husband, White, Female, <=50K
43, Self-emp-not-inc, HS-grad,12, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
22, Private, HS-grad,13, Never-married, Prof-specialty, Own-child, White, Male, >50K
54, State-gov, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male, <=50K
28, Private, HS-grad,14, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
